id,artist,title,album,release_date,label,timecode,song_link,apple_music.isrc,spotify.id
6878433202944346885,SAINt JHN,Roses (Imanbek Remix [Latino Gang]),Roses,2020-07-19,"SME - Godd Complexx/HITCO, b1/Effective",03:00,https://lis.tn/tvDql,ZZOPM2002796,2JCOFv3vvv6HIfw7QOqpIz
6881627204535454465,Ummon,Xiyonat,Bu oqshom,2013-10-03,Innovedge Ltd.,00:23,https://lis.tn/Xiyonat,,
6883070152963918593,Udit Narayan,Aisa Zakham Diya Hai,"Judaai Judaai with Shayari, Dard-e-Dil, Vol. 2",1999-12-12,BELIEVE - Venus Music Pvt. Ltd.,00:48,https://lis.tn/AisaZakhamDiyaHai,INV119900858,1fhYCkaSR89YdqVf3Rjjqw
6733070604376737794,Mc Jacare,Senta no Fazendeiro,Senta no Fazendeiro,2019-07-01,Mc Jacare,00:29,https://lis.tn/oOhyVr,QZGLM1950995,1wsL4Lgoo27ETnLt6svbnT
6908543787132324613,LookedatHerFore,despair,April,2020-02-10,Pop music,01:08,https://lis.tn/Despair,,61YwhfTbrjcnczRJKPBAnP
6790815244194154497,ZAYN;SHAED,Trampoline,Trampoline,2019-09-26,Photo Finish Records,01:03,https://lis.tn/Trampoline,QZ47A1900210,1iQDltZqI7BXnHrFy4Qo1k
6773579616230574854,Cele,Tokyo Tech,Tokyo Tech,2019-08-19,Worms Records,04:08,https://lis.tn/TokyoTech,CA5KR1943451,0VS75tL66b01HcL9Si2Q1b
6885394577570679553,Tendesias,Tendencia Numero Uno,Tendencia,2020-12-02,BELIEVE - Tick Social Latino,04:26,https://lis.tn/TendenciaNumeroUno,,
6862052996918954757,La Nevula23 Productor,Ay Mi Pendejo (feat. La Niña23),Ay Mi Pendejo (feat. La Niña23),2020-03-08,La Nevula23 Music,00:09,https://lis.tn/Hibfb,QZFZ62016784,70Ng4dN1FGxrSB6EFNbD0F
6897335231204952837,Run - D.M.C.,It's Tricky,Can't Hardly Wait,1998-05-26,Elektra Records,00:14,https://lis.tn/ItsTricky,USEE10900657,5X0VAhIXRbcnKnZi1k9orw
6881382384315419394,Abraham Afewerki,Semay,Semay,2006-06-01,Negarit Production,01:36,https://lis.tn/Semay,,
6827139849636547334,"Cekay Pellegrini,Wicosanii",On The Move,On The Move EP,2020-06-26,Plastikdrums Records,02:38,https://lis.tn/jfOLPb,,7IkHXMNtx9E0RKczefSbwO
6879777332899498757,Remi Wolf,Photo ID,Photo ID,2020-04-29,Island Records,01:21,https://lis.tn/PhotoID,USUG12001068,0bhciG1J5Mn3aIfPjvHQIe
6863214295757490950,Ricky Desktop,"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",2020-08-21,Affiliate Records,00:14,https://lis.tn/TheBanjoBeat%2CPt1,QZK6L2004258,5O0JIw4YvvTdKlN9l69JFQ
6870021399117941510,Legendary Strawberry Man,Aboriginal,The SaxoDidge Era,2019-12-01,Legendary Strawberry Man,00:44,https://lis.tn/Aboriginal,,
6878360076621908737,Pramoth Ganearachchi;Asanjaya Weerasinghe;Deshan Vilege;Thuwan Inzamam,Saththai Oya,Saththai Oya,2020-09-30,eTunes,01:00,https://lis.tn/SaththaiOya,,3wtmD1lLTKRxlqfadvzvEd
6893282722349976322,Busiswa,Syaya (feat. Zingah & Mas Musiq),My Side of the Story,2020-11-20,Majesty Music Entertainment,01:46,https://lis.tn/aYmOn,ZAOYQ2000011,7c7naIEPW5NW1KoVq7GSx8
6892161420423596034,The Kid LAROI,WITHOUT YOU,F*CK LOVE (SAVAGE),2020-11-06,SME - Columbia,01:00,https://lis.tn/saUIYf,USSM12006586,27OeeYzk6klgBh83TSvGMA
5000000001296853197,Blondie,"Heart Of Glass (7"" Version) (Digitally Remastered '98)",Heart Of Glass,2005-07-05,Chrysalis\EMI Records (USA),00:52,https://lis.tn/MnIsj,,5lQOzJmQladWC4kLQClssB
6732309265052125185,John Wolf,Anymore,Anymore,2018-11-29,John Wolf,01:11,https://lis.tn/FjOFfw,QZES81809298,2PL1IYGU0LUlTE7afYXGF4
6817546286670022657,Ron Jappy,Trouble,Vincular,2020-12-04,Bow Fiddle Records,02:20,https://lis.tn/IBWWkH,UKYX52000001,1TPGnZ7G64Y7fwy6OCyvp8
6878128942629358342,Studio Killers,Jenny,Jenny,2013-05-03,WM Finland,00:14,https://lis.tn/Jenny,GBX2M1300001,4JLBDUYSaOMPYND0iWeSWQ
6804093117843770118,Jawsh 685,Laxed (Siren Beat),Laxed (Siren Beat),2020-04-24,Jawsh 685,01:02,https://lis.tn/LaxedSirenBeat,,
6549010971711525888,TroyBoi,Do You?,Do You?,2015-02-16,Self-Released,00:57,https://lis.tn/DoYou%3F,,
6892161420423596034,The Kid LAROI,WITHOUT YOU,F*CK LOVE (SAVAGE),2020-11-06,SME - Columbia,01:00,https://lis.tn/saUIYf,USSM12006586,27OeeYzk6klgBh83TSvGMA
6865497355236494085,DJ Godfather,"I'm The Ish, In The Mix-Mashup Mix 8","Im The Ish, In The Mix- Live Mash Up Mix",2009-08-10,Secretremixes,04:55,https://lis.tn/lmZZE,USAQB0951429,7bEpo7AYD0ZBGwtrn9vX45
6783518343648348933,Desiigner,Panda (Luca Lush Remix),Baywatch (Music From The Motion Picture),2017-05-05,Universal Music,02:14,https://lis.tn/PandaLucaLushRemix,USUM71700977,6wjoTHhIoHMkzYQR5EkV3T
6871760635693107202,Larm Wolke,Heroin,Brain,2020-10-16,Trippy Code,05:24,https://lis.tn/Heroin,DEKB72052253,1FOWpiFq6nd10a6gZcFo46
6704831357714958338,Mc Arco Íris,Bonde Colorido,Bonde Colorido,2019-06-18,GR6 MUSIC,02:05,https://lis.tn/BondeColorido,BXG6R1900630,59dsHHc0anZv7RcAoHFJli
6787078702082607878,Doja Cat,Boss Bitch,Boss Bitch,2020-01-23,Atlantic Records,01:30,https://lis.tn/BossBitch,USAT21907355,78qd8dvwea0Gosb6Fe6j3k
6904338593632815877,Billie Eilish,Therefore I Am,Therefore I Am,2020-11-12,UMG - Darkroom/Interscope Records,00:31,https://lis.tn/ThereforeIAm,USUM72021500,54bFM56PmE4YLRnqpW6Tha
6817608289770014722,Trees and Lucy,So Fine,Lonely Nerd,2020-04-16,Trees and Lucy,00:23,https://lis.tn/SoFine,QZDA82096715,1ljCdhJ2ZzFIiqTj2MdOQ2
6896165289411578626,Ariana Grande,34+35,Positions,2020-10-30,UMG - Republic Records,02:27,https://lis.tn/34%2B35,USUM72020423,6Im9k8u9iIzKMrmV7BWtlF
6872083959191177218,Robert Harper,Royal Cookies,Ride with Me (Street Beats),2020-08-09,J.PRODUCTIONS,00:22,https://lis.tn/RoyalCookies,,12bk6boVEl4PuCIqpmuDvf
6891293854650174209,Los Del Rio,Macarena - Bayside Boys Remix,Het Beste Uit 10 Jaar Het Foute Uur,2012-07-13,Catalog,00:11,https://lis.tn/GxQzo,ES5109500537,7obdw7ZGr6l1GqSBkFiY11
6894066988063131649,Billie Eilish,Therefore I Am,Therefore I Am,2020-11-12,UMG - Darkroom/Interscope Records,00:39,https://lis.tn/ThereforeIAm,USUM72021500,54bFM56PmE4YLRnqpW6Tha
6883565213174598401,Ritt Momney,Put Your Records On,Put Your Records On,2020-04-24,QuarterZip,00:20,https://lis.tn/PutYourRecordsOn,,
6883297755284949765,The Black Eyed Peas,Where Is The Love?,R&B Collaborations 2007,2007-01-01,Universal Music Group International,00:19,https://lis.tn/WhereIsTheLove%3F,USIR10311862,3CNqo3gYrfexdrtjFmC9he
5000000001322926589,DNA,Sad,Rizoto (Original Motion Picture Soundtrack),2017-10-31,,00:14,https://lis.tn/QlaZpI,,5EgbQZcSyUmJIZ3luX2Brh
6878128942629358342,Studio Killers,Jenny,Jenny,2013-05-03,WM Finland,00:14,https://lis.tn/Jenny,GBX2M1300001,4JLBDUYSaOMPYND0iWeSWQ
6836066840851073797,Iggy Azalea,Kream,Hottest Hip Hop 2018,2018-07-06,Island Records,00:30,https://lis.tn/Kream,USUM71809405,5mu1uv8RmzDkF8foePK5qa
6703219153760684033,M.S. Art,"Eye of the Tiger (Instrumental Version) [From Rocky""]""",Rock Soundtracks (20 Movie Soundtracks in Rock Style),2016-11-15,Art & Science,00:19,https://lis.tn/qGqLT,ITSU11600244,1LneLhMro7BdGIyIjzD9We
6872061043397430017,Centigradz,Ranwan Maldam,Ranwan Maldam,2020-08-10,CENTIGRADZ,03:03,https://lis.tn/RanwanMaldam,QZK6N2027700,3Dlgl52uLMrdaoQtwFldC5
6852801744125036545,Ander Huang & DJ Kuromi,F Boy,F Boy,2020-08-22,998168 Records DK,00:14,https://lis.tn/FBoy,QZHNC2078374,4GdbPZ01Th4xl7ban4uGaH
251002331054444545,Modern Talking,Brother Louie '98,30,2014-10-03,Sony Music Catalog,01:02,https://lis.tn/BrotherLouie98,DEC731400122,1PfzsuRRCPNYp5Jj7oxuuM
6899992523591764737,Kappo,ONE MORE NIGHT (Reggae Cover),Covers For Reggae Lovers Vol.1,2017-08-17,Studio Max Records,02:20,https://lis.tn/umMdo,QMEZE1733459,23qncpI80OYovSXizh4Qca
6888847852731190018,Zach Farache,The Loser,Fatigue,2020-09-26,623596 Records DK,00:21,https://lis.tn/TheLoser,QM2PV1667140,0yTGQpPOgcsS8Xqp5bQO58
6758172399012677634,Jack Stauber,Buttercup,Pop Food,2017-03-25,Plopscotch Records,01:04,https://lis.tn/Buttercup,QMPKX1703669,2mlGPkAx4kwF8Df0GlScsC
6820572894960159494,DJ Moody,Happy Dog,Happy Dog,2021-01-29,Blue Oak Mastering,00:10,https://lis.tn/HappyDog,TCAFJ2176420,6xGFiMqcCJ7wcbH8DYdHRC
6824556194909195013,Ricky Desktop,The Boat Beat,The Boat Beat,2020-05-12,Affiliate Records,00:14,https://lis.tn/TheBoatBeat,QZES92025420,06agGBuAaolKYrIwPyvSVU
6894066988063131649,Billie Eilish,Therefore I Am,Therefore I Am,2020-11-12,UMG - Darkroom/Interscope Records,00:39,https://lis.tn/ThereforeIAm,USUM72021500,54bFM56PmE4YLRnqpW6Tha
6857303633323624449,Lil Mosey;Lunay,Top Gone,Top Gone,2020-07-29,Mogul Vision/Interscope Records,01:36,https://lis.tn/TopGone,,0EgkGFmAdFLkZVtbyGlQRe
6586947002464996102,LPTHERAPPER,Lmss,Lmss,2018-10-15,AK Noise,00:14,https://lis.tn/Lmss,,
6851618436305423109,Stantough,Hips Don't Lie,"Medieval Style (Kind of, but Not Really)",2020-08-06,stantough,00:17,https://lis.tn/KhNeFJ,QZGWW2139741,0ElChzsyMigwWa8thENSZ5
6888322578004445954,Kamillion,Twerk 4 Me,Twerk 4 Me,2018-11-26,RBW ENT,00:41,https://lis.tn/Twerk4Me,,
6821603890530618117,Monte Booker,Kolors,Soulection White Label: 016,2016-06-29,Soulection,02:10,https://lis.tn/Kolors,QM24S1650080,4IOYk6epkzXT38U4ShauZ6
6875389627230915330,Lehambar Hussainpuri,Sadi Gali,Tanu Weds Manu,2011-02-02,T-Series,00:51,https://lis.tn/SadiGali,,1tEto4JrqNmBZFH5uAiYqb
6842883579551255302,DeezTok,Love Story Disco,Love Story Disco,2020-08-11,2308643 Records DK,01:51,https://lis.tn/LoveStoryDisco,,
6881107586830076678,Justin Timberlake,Mirrors,Mirrors,2013-03-13,RCA Records Label,03:37,https://lis.tn/NuTlqf,USRC11300246,6ToFxXRBtl5TJFEyIoYK3f
6894066988063131649,Billie Eilish,Therefore I Am,Therefore I Am,2020-11-12,UMG - Darkroom/Interscope Records,00:39,https://lis.tn/ThereforeIAm,USUM72021500,54bFM56PmE4YLRnqpW6Tha
6558929267751654400,Armin van Buuren,Blah Blah Blah,Blah Blah Blah,2018-05-18,Armada Music,00:54,https://lis.tn/BlahBlahBlah,NLF711805914,1moFkZDqcjQNeXtyoanLHv
6624587684906011397,Ocho Drippin,Fuck It Up,Ocho Season,2018-11-30,MERLIN - Grind Kings Music LLC / EMPIRE,01:27,https://lis.tn/qNzZxn,USUYG1229054,77yKHvTFNzqvX8gXa7uYeQ
6872101055790843906,Iamjuampi,Among Us,Among Us,2020-09-09,iamjuampi,00:54,https://lis.tn/AmongUs,QZK6J2095138,6AfopDriwpgSKhJ32h9pwh
242855113583751168,Bullwinkle Boyz,Hell 2 da Naw,Hell 2 da Naw,2015-08-07,Flexin' and Finessin' Entertainment,01:53,https://lis.tn/Hell2DaNaw,QM6P41532261,
6817166739457984513,ACR,Selfish Desires,"Dance Factory, Vol. 8",2019-02-08,BELIEVE - RNC Music,00:16,https://lis.tn/SelfishDesires,ITS131800097,6malXHdAXWCtM9xpO1zfL3
6809559762707942149,DJ Ertz;Halseyy,Balenciaga,Balenciaga,2020-05-07,DJ Ertz,00:11,https://lis.tn/ogtwwz,,
250835551346647040,Run - D.M.C.,It's Tricky,Can't Hardly Wait,1998-05-26,Elektra Records,00:14,https://lis.tn/ItsTricky,USEE10900657,5X0VAhIXRbcnKnZi1k9orw
6899171882680388353,Headass,Rhythm Thief but Cursed,Rhythm Thief but Cursed,2020-05-06,Headass Records,00:08,https://lis.tn/RhythmThiefButCursed,TCAEW2040209,78HutMlGCBJUIv6ckenQxV
6876512923880065794,Loud Luxury featuring brando,Body (Chus & Ceballos Remix) feat. brando,Body (Chus & Ceballos Remix),2018-06-22,Armada Music,02:07,https://lis.tn/XDoHU,NLF711807064,4PbgoQWHYttOds7qsAsBpd
6848387203412805633,Tech N9ne,Red Kingdom,Red Kingdom,2019-09-11,"Strange Music, Inc",00:24,https://lis.tn/RedKingdom,USZHR1800401,5buj0D6E7rCRFi3xV9STYo
6699935602407639814,Y2K,Lalala,Lalala,2019-06-07,Y2K,00:14,https://lis.tn/Lalala,,
6879459034278267650,Yuvanshankar Raja,"Venmegam (From ""Yaaradi Nee Mohini"")",2008 Top Tamil Hits,2015-06-15,SME - Sony Music Entertainment India Pvt. Ltd.,01:20,https://lis.tn/ldnhM,INS171100414,6Z8oU8xMOie24Cflh2Sw6p
6908114135389604613,Endor,Pump It Up,Pump It Up,2019-09-13,,00:47,https://lis.tn/GVtmhu,GBCPZ1916610,4tcPIwy0UvLYjhXLrMyx89
6810066900878494470,Juan,Bright Low,Music Hot,2018-05-16,Juan,02:45,https://lis.tn/BrightLow,USDY41892663,5ZbmD0Bo2Tyj14sAAmEgbd
6893103367589989122,KAROL G,BICHOTA,BICHOTA,2020-10-23,UMLE - Latino,01:39,https://lis.tn/BICHOTA,USUM72019324,7vrJn5hDSXRmdXoR30KgF1
6733070604376737794,Mc Jacare,Senta no Fazendeiro,Senta no Fazendeiro,2019-07-01,Mc Jacare,00:29,https://lis.tn/oOhyVr,QZGLM1950995,1wsL4Lgoo27ETnLt6svbnT
6763775629209896961,Intense,Sahiba (feat. Simiran Kaur Dhadli),Midnight,2019-11-25,Intense Global Entertainment,01:17,https://lis.tn/JhfiA,,
6871786213045454849,Nêgo Jhá©,Cabaré,O Pai Ta On,2020-09-07,Nêgo Jhá©,00:27,https://lis.tn/Cabar%C3%A9,QZMZ92059272,
6799273364100811525,Shakira,Hips Don't Lie,Oral Fixation Vol. 2,2006-03-27,Epic,00:31,https://lis.tn/HipsDon%27TLie,USSM10600677,3ZFTkvIE7kyPt6Nu3PEa7V
6888503445494433793,Ali Berke,Playstation,Playstation,2020-11-06,Ali Berke,02:59,https://lis.tn/Playstation,TCAFE2084269,74IXMd14CsvX9VvscbJAeB
6811422424131700738,Drake,Toosie Slide,Toosie Slide,2020-04-03,Universal Music,01:02,https://lis.tn/ToosieSlide,USUG12001281,127QTOFJsJQp5LbJbu3A1y
6781074183485917185,Luke Combs,Can I Get an Outlaw,Can I Get an Outlaw,2014-07-01,River House Artists,02:41,https://lis.tn/CanIGetAnOutlaw,TCABY1424550,7vVsDu0gTg6oZtrKy7pXcW
6754751997695625990,P!nk,True Love - Explicit Version,The Truth About Love,2012-09-14,RCA Records Label,00:53,https://lis.tn/uxtdn,USRC11200787,1QNqrsNQ1JVLEwncov3lEY
6894455749469129477,To Dance,Bad Romance Dance Challenge,Bad Romance Dance Challenge,2021-03-03,BELIEVE - Millennials UK Music Group,00:14,https://lis.tn/PJKjf,,
6892447092707478277,Sean Kingston,Eenie Meenie,Eenie Meenie,2010-03-23,Epic/Beluga Heights,01:45,https://lis.tn/Kfstlb,USSM11000625,4vVTI94F9uJ8lHNDWKv0i2
6817705865005516801,El Esca,Chill Beat,R.E.T.R.O,2018-07-17,1892478 Records DK,00:28,https://lis.tn/ChillBeat,QZDA82057367,0UrVRIiop6u0Ozbu56m3Yl
225449738618515456,Fort Minor,Remember the Name,The Rising Tied,2005-10-04,Machine Shop/WBR,01:48,https://lis.tn/RememberTheName,USWB10502457,6ndmKwWqMozN2tcZqzCX4K
6864179215273659141,Kris Kross Amsterdam,Mij Niet Eens Gezien,Mij Niet Eens Gezien,2020-07-24,WMG - Spinnin' Records (Distribution),02:33,https://lis.tn/MijNietEensGezien,NLZ542001176,39X7P5VjmG0zk8efBJL2HD
6888218379384064769,Fernando Velázquez,The Monster Wakes Up,A Monster Calls (Original Motion Picture Soundtrack),2016-12-09,Back Lot Music,02:53,https://lis.tn/TheMonsterWakesUp,USQ4E1602375,1XkvBIOIf4up5aTusU0vf2
6831802826805545733,Bag Raiders,Shooting Stars,Bag Raiders,2010-01-01,Universal Music,00:30,https://lis.tn/ShootingStars,AUUM71001517,0UeYCHOETPfai02uskjJ3x
6879873677379357441,Coldplay,Yellow (favsoundds edit),Yellow (favsoundds edit),,WMG - PLG UK Frontline,00:12,https://lis.tn/YellowFavsounddsEdit,,
6586947002464996102,LPTHERAPPER,Lmss,Lmss,2018-10-15,AK Noise,00:14,https://lis.tn/Lmss,,
6900625560574102273,Jack Harlow,WHATS POPPIN,WHATS POPPIN,2020-02-20,WMG - Atlantic Records,00:04,https://lis.tn/WHATSPOPPIN,USAT22001015,6EK6MRqtfGPjBXHHQGiVjQ
57419989,Aly & AJ,Potential Breakup Song,Insomniatic,2007-10-22,Charisma,00:26,https://lis.tn/PotentialBreakupSong,USHR10723111,11dxtPJKR4E0wlSr0A0t47
6747751045713201926,Nfasis,Tra Tra,Lento (Deluxe Edition),2018-04-27,"1000 Virtudes Entertainment, Inc.",01:00,https://lis.tn/TraTra,,
6882071601928506114,Armaan Malik,Buttabomma - Telugu,Ala Vaikunthapurramuloo,2019-12-24,Aditya Music,00:31,https://lis.tn/ButtabommaTelugu,INA091916753,0dnDTvdUco2UbaBjUtPxNS
6802769872028846853,Fernandinho,Deus Não Está Morto,Deus Não Está Morto,2018-08-17,Onimusic,01:30,https://lis.tn/DeusN%C3%A3oEst%C3%A1Morto,,
6729986126641104897,The Hit Crew,Save A Horse (Ride A Cowboy),Drew's Famous Country Line Dancing Party Music,2017-05-12,UMG - Drew's Entertainment,00:14,https://lis.tn/fvImj,US85C0502287,086Uxc8nfOKFTbs8ey2ddO
6896614115087780610,& Rock Mafia,"My Family (from ""The Addams Family"")","My Family (from ""The Addams Family"")",2019-09-13,MGM Records/12Tone Music,01:08,https://lis.tn/xBzSq,ZZOPM1901367,
6899201623201941506,Menor Nico;O Boy da Seresta,Nega Chegando (feat. Menor Nico),Nega Chegando (feat. Menor Nico),2020-11-27,DL studio,00:14,https://lis.tn/EhCEA,,5XyDFMwY1NTIlkbzcfVyl3
6879039798900837122,MC Rick,Me Jogou no Lixo,Me Jogou no Lixo,2020-07-30,BELIEVE - I. S.,01:03,https://lis.tn/MeJogouNoLixo,,
6885674156831034113,ALEX&RUS,Дикая львица,Дикая львица,2019-07-03,Archer Music Production LLC,00:13,https://lis.tn/dQzky,QM6N21999015,41btOpCqdHf5lBd4KAOcfB
6707931092436994822,Hank Mobley,The More I See You (Rudy Van Gelder Edition) (2002 Digital Remaster),Roll Call,2002-08-15,Blue Note Records,01:28,https://lis.tn/vWzKt,,42iATJYN5S908wQMReeDkV
6898350581761477377,Stef Bos,Papa,Is Dit Nu Later,1990-03-16,Hkm Records nv,00:03,https://lis.tn/mKsZTP,BEJ019000009,6NP6BCW2M2I4vdcnXMAvjl
6881287666340481026,Sigurd Barrett,Pilfingerdansen,Børnesange Fra Sigurds Bjørnetime – Børnemusik Med Sigurd Barrett,2020-07-03,UMG - a MusiCat Kids Release / DR,00:33,https://lis.tn/Pilfingerdansen,DKBKA0201518,1nM60x7ZOBAVVe3ipKxD8b
6888353159023053569,David Penn,Nobody (Club Mix),Nobody (Club Mix),2018-09-14,Defected Records,01:08,https://lis.tn/NobodyClubMix,GBCPZ1814184,5cCN9rD56UsKnruOdi6vT7
6862991398438718214,Jjakoveertien,Bandiet,Bandiet,2020-03-19,14,00:33,https://lis.tn/Bandiet,QZFZ72014310,5bhDU8eO383yOeKFzKHpuD
6877838929601497858,Becky G,Shower,Shower,2014-04-23,Kemosabe Records/RCA Records,00:39,https://lis.tn/Shower,USRC11400866,3DmW6y7wTEYHJZlLo1r6XJ
6877064172996217602,Lil Lightsaber,Crisis,Forever,2019-07-27,Lil Lightsaber,01:23,https://lis.tn/Crisis,,
6803555528145488641,Ty Dolla $ign,Wavy (feat. Joe Moses),Wavy (feat. Joe Moses),2016-03-25,WMG - Atlantic Records,00:20,https://lis.tn/WavyFeatJoeMoses,,70mIuBKGTPrWMwWq9D4F56
6704991063053961218,Andra Day,Rise Up,Rise Up,2015-06-26,Warner Bros./Buskin,03:30,https://lis.tn/Nautvz,USWB11505334,0tV8pOpiNsKqUys0ilUcXz
6650702085941627654,Pascal Letoublon,Friendships,Friendships,2017-09-05,Suprafive Records,00:46,https://lis.tn/Friendships,GBKQU1777771,3S2XkZJH5P3AqYk8ChYsWB
6876860989241838338,The Love Unlimited Orchestra,Love's Theme,100 Essential Hits - 70s,2011-01-21,UMG - Brunswick,00:55,https://lis.tn/xsWYnp,USUMG0000356,4VpLTZ81muzN8ixvIvhmAt
6895338668958042882,Norman Price,Gdzie Jest Biały Węgorz (Zejście),Narkotyki Są Nielegalne,2015-12-03,Gamellon,00:14,https://lis.tn/cuVkQ,,
6894066988063131649,Billie Eilish,Therefore I Am,Therefore I Am,2020-11-12,UMG - Darkroom/Interscope Records,00:39,https://lis.tn/ThereforeIAm,USUM72021500,54bFM56PmE4YLRnqpW6Tha
6707511550623631361,Danny Rousseau,Boer Harms,"Allergrootste Hammond Hits, Vol. 3",2015-08-01,G & G Music,00:14,https://lis.tn/BoerHarms,NLA521502371,3P8N8Y4bq9XSPhfXiGLH5w
6817151919912388610,Iuna Lux,Cigarettes,Cigarettes,2020-10-02,recordJet,00:28,https://lis.tn/iwGngE,DEZC62001620,4OUhSGusMommJU7vq2tyty
6899845337796610817,The Strumbellas,Spirits,Spirits,2015-08-21,Six Shooter Records Inc.,00:14,https://lis.tn/Spirits,CA6MD1500001,7GJ572zvnU94VZVrj5XRtb
6893676519378504453,DDG,Moonwalking in Calabasas (Remix),Moonwalking in Calabasas (Remix),2020-08-20,SME - Epic,00:16,https://lis.tn/iMKWj,CA5KR2079526,7o4gBbTM6UBLkOYPw9xMCz
6847647314127932166,Pop Smoke,What You Know Bout Love,Shoot For The Stars Aim For The Moon,2020-07-03,Victor Victor Worldwide,01:57,https://lis.tn/WhatYouKnowBoutLove,USUM72013339,1tkg4EHVoqnhR6iFEXb60y
6788860787835341573,Bcaizm,On the Block,On the Block,2019-04-03,Big Beat Global,00:03,https://lis.tn/OnTheBlock,QZDA61970638,1ShDbLFgtJ9sbIGAnTIZAG
227302284517642240,Grover Washington Jr.,Just the Two of Us,Jazz You Night and Day,2014-09-22,Prodisc,00:57,https://lis.tn/PXfHNZ,,5H5Efzlv2L0dSimH6QxxgL
6877953658563069954,CORPSE & Savage Ga$p,E-GIRLS ARE RUINING MY LIFE!,E-GIRLS ARE RUINING MY LIFE!,2020-08-28,CORPSE,00:14,https://lis.tn/cZHtk,QZK6M2028073,7bCfHiRcfUjG0YVVNUL7Ve
6901122798375193346,Polo,Angry,Angry,2020-10-19,Polo,00:23,https://lis.tn/Angry,,
6892447092707478277,Sean Kingston,Eenie Meenie,Eenie Meenie,2010-03-23,Epic/Beluga Heights,01:45,https://lis.tn/Kfstlb,USSM11000625,4vVTI94F9uJ8lHNDWKv0i2
6831843160709138433,Kenyi,Up Beat (Married Life),Up Beat (Married Life),2020-05-20,1068105 Records DK2,00:19,https://lis.tn/UpBeatMarriedLife,QZHN42046331,6zIunOWyDLQ6g4IYSwADp1
6880996991170644737,Flume,Never Be Like You,Skin,2016-01-16,Transgressive,01:54,https://lis.tn/NeverBeLikeYou,AUFF01500784,5WI2ltQIdwgzf1SNE76JyR
6716819584231409665,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),Hoodie SZN,2018-12-21,Highbridge the Label / Atlantic Records,00:23,https://lis.tn/SwervinFeat6ix9ine,USAT21812918,1wJRveJZLSb1rjhnUHQiv6
6877458262149630721,Pascal Letoublon,Friendships - Suprafive Remix,Friendships (Suprafive Remix),2019-07-26,Suprafive Records,01:22,https://lis.tn/VaQIU,GBKQU1969743,5IGdJ1tbk4YSmoEuzsXjkq
6821712347200097029,Pr. Lucas,Deus de Detalhes,Esconderijo,2015-08-04,MK Music,01:45,https://lis.tn/DeusDeDetalhes,BRMKP1500271,1fofBIhfx2AOJQFQpsdeeq
6902834165562067718,Lil Yachty,Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),Lil Boat 3,2020-05-29,Quality Control Music/Motown Records,02:01,https://lis.tn/PardonMe,USUG12001625,1sxGIhaxY8eF52e1TlShSP
6644886305371065090,Fort Minor,Remember the Name,The Rising Tied,2005-10-04,Machine Shop/WBR,00:22,https://lis.tn/RememberTheName,USWB10502457,6ndmKwWqMozN2tcZqzCX4K
6448513875884608270,Pharrell Williams,Happy,Happy,2013-12-16,Sony Music Entertainment,00:39,https://lis.tn/Happy,USQ4E1300686,60nZcImufyMA1MKQY3dcCH
6883297755284949765,The Black Eyed Peas,Where Is The Love?,R&B Collaborations 2007,2007-01-01,Universal Music Group International,00:19,https://lis.tn/WhereIsTheLove%3F,USIR10311862,3CNqo3gYrfexdrtjFmC9he
242816238555561984,Stewart Peters,Rudolf the Red Nose Raindeer,The Ultimate Christmas Party Album,2011-09-28,Outer Circle Entertainment,00:44,https://lis.tn/xXnCO,NLG620474169,6aJFqvlIcSDHMAohHetDpE
6812545347835922434,KBFR,Hood Baby,The Cure,2020-04-03,For Real Ent.,00:26,https://lis.tn/HoodBaby,QZDA62007962,5au5NgWCdev4WeLRB3YEOR
6894066988063131649,Billie Eilish,Therefore I Am,Therefore I Am,2020-11-12,UMG - Darkroom/Interscope Records,00:39,https://lis.tn/ThereforeIAm,USUM72021500,54bFM56PmE4YLRnqpW6Tha
6891026997813414658,David Guetta,Sexy Chick,Ultimate R&B 2010,2010-01-01,(C) 2010 Universal Music Australia Pty Ltd.,00:47,https://lis.tn/SexyChick,,4MKzCHlZvkwJOQRNkdw4zq
6908179113807219462,Peter Wilhousky,Carol Of The Bells,나 홀로 집에 (Home Alone),1990-12-08,Legacy Recordings,00:15,https://lis.tn/MYFbzZ,,4tHqQMWSqmL6YjXwsqthDI
6628474361227512590,Melanie Martinez,Soap,Cry Baby,2015-08-14,Atlantic Records,01:23,https://lis.tn/Soap,,03f7xZmt2wHCIDJBFPK8G4
6872299743939152641,K3,Trouwen,Ya Ya Yippee,2014-07-25,Studio 100,00:27,https://lis.tn/Trouwen,BEY900500071,37Qz85BgJQ0L5QfXNp2AT9
6904496565646330625,James Marley,Changes,Changes,2020-05-08,Inner Symphony,02:36,https://lis.tn/aWqsyt,FR2X42001248,62nlofrycRI6zqTnW01bUM
6866925951322753797,Hollywood Undead,Riot,Five,2017-10-27,WMG - BMG Rights Management (US) LLC,03:36,https://lis.tn/Riot,QMRSZ1701700,1igr912oduAmZQaoGhiADw
